Home Team,Away Team,Date,Time,Game Week,Home Score,Away Score
8,22,17/09/2023,23:52,16,4,0
11,7,17/09/2023,23:52,16,1,1
3,19,17/09/2023,23:52,16,1,3
10,15,17/09/2023,23:52,16,0,3
21,5,17/09/2023,23:52,16,1,1
18,13,17/09/2023,23:52,16,1,0
16,12,17/09/2023,23:52,16,1,1
1,9,17/09/2023,23:52,16,3,1
20,17,17/09/2023,23:52,16,2,2
15,11,17/09/2023,23:48,15,1,3
3,18,17/09/2023,23:48,15,2,1
12,21,17/09/2023,23:48,15,3,1
17,1,17/09/2023,23:48,15,1,1
9,8,17/09/2023,23:48,15,1,1
19,16,17/09/2023,23:48,15,1,1
13,20,17/09/2023,23:48,15,4,2
22,2,17/09/2023,23:48,15,0,1
14,7,17/09/2023,23:48,15,3,1
5,10,17/09/2023,23:48,15,0,0
16,3,17/09/2023,23:44,14,1,0
1,13,17/09/2023,23:44,14,1,1
10,12,17/09/2023,23:44,14,3,0
8,17,17/09/2023,23:44,14,1,0
7,22,17/09/2023,23:44,14,2,0
21,19,17/09/2023,23:44,14,2,2
18,20,17/09/2023,23:44,14,0,1
11,5,17/09/2023,23:44,14,2,2
12,15,17/09/2023,23:44,14,0,3
14,9,17/09/2023,23:44,14,2,0
22,15,17/09/2023,23:40,13,1,1
3,21,17/09/2023,23:40,13,3,1
13,8,17/09/2023,23:40,13,1,3
9,7,17/09/2023,23:40,13,1,2
12,11,17/09/2023,23:40,13,5,0
16,18,17/09/2023,23:40,13,1,0
17,2,17/09/2023,23:40,13,1,1
5,14,17/09/2023,23:40,13,3,0
19,10,17/09/2023,23:40,13,1,2
20,1,17/09/2023,23:40,13,1,2
15,9,17/09/2023,23:36,12,2,1
14,12,17/09/2023,23:36,12,2,0
2,13,17/09/2023,23:36,12,1,1
8,20,17/09/2023,23:36,12,3,0
10,3,17/09/2023,23:36,12,1,2
7,17,17/09/2023,23:36,12,0,0
21,16,17/09/2023,23:36,12,0,3
22,5,17/09/2023,23:36,12,4,1
11,19,17/09/2023,23:36,12,0,3
18,1,17/09/2023,23:36,12,0,0
13,7,17/09/2023,23:32,11,1,2
16,10,17/09/2023,23:32,11,3,0
17,15,17/09/2023,23:32,11,3,2
20,2,17/09/2023,23:32,11,1,2
12,22,17/09/2023,23:32,11,4,1
21,18,17/09/2023,23:32,11,0,0
1,8,17/09/2023,23:32,11,1,1
19,14,17/09/2023,23:32,11,2,2
9,5,17/09/2023,23:32,11,2,2
3,11,17/09/2023,23:32,11,2,1
18,8,17/09/2023,23:28,10,2,0
7,20,17/09/2023,23:28,10,3,2
10,21,17/09/2023,23:28,10,2,1
2,1,17/09/2023,23:28,10,3,1
14,3,17/09/2023,23:28,10,0,1
15,13,17/09/2023,23:28,10,4,1
9,12,17/09/2023,23:28,10,2,1
11,16,17/09/2023,23:28,10,2,1
5,17,17/09/2023,23:28,10,0,0
22,19,17/09/2023,23:28,10,0,0
21,11,17/09/2023,23:24,9,1,0
16,14,17/09/2023,23:24,9,1,1
10,18,17/09/2023,23:24,9,1,0
1,7,17/09/2023,23:24,9,3,0
3,22,17/09/2023,23:24,9,4,0
19,9,17/09/2023,23:24,9,1,0
20,15,17/09/2023,23:24,9,1,0
13,5,17/09/2023,23:24,9,0,0
8,2,17/09/2023,23:24,9,5,0
17,12,17/09/2023,23:24,9,0,0
17,19,17/09/2023,23:20,8,0,1
15,1,17/09/2023,23:20,8,1,1
18,2,17/09/2023,23:20,8,1,0
12,13,17/09/2023,23:20,8,0,1
7,8,17/09/2023,23:20,8,2,1
14,21,17/09/2023,23:20,8,0,2
11,10,17/09/2023,23:20,8,2,3
9,3,17/09/2023,23:20,8,1,0
5,20,17/09/2023,23:20,8,1,1
22,16,17/09/2023,23:20,8,3,0
1,5,17/09/2023,23:16,7,2,0
8,15,17/09/2023,23:16,7,0,1
16,9,17/09/2023,23:16,7,0,0
13,19,17/09/2023,23:16,7,3,3
2,7,17/09/2023,23:16,7,1,1
21,22,17/09/2023,23:16,7,2,2
20,12,17/09/2023,23:16,7,1,1
3,17,17/09/2023,23:16,7,2,3
10,14,17/09/2023,23:16,7,3,3
11,18,17/09/2023,23:16,7,0,1
9,21,17/09/2023,23:12,6,1,0
14,11,17/09/2023,23:12,6,0,0
22,10,17/09/2023,23:12,6,1,0
15,2,17/09/2023,23:12,6,2,0
13,3,17/09/2023,23:12,6,0,1
17,16,17/09/2023,23:12,6,0,2
18,7,17/09/2023,23:12,6,5,1
12,1,17/09/2023,23:12,6,2,0
5,8,17/09/2023,23:12,6,0,3
19,20,17/09/2023,23:12,6,0,0
14,18,17/09/2023,23:08,5,0,1
8,12,17/09/2023,23:08,5,1,2
7,15,17/09/2023,23:08,5,3,1
11,22,17/09/2023,23:08,5,3,0
10,9,17/09/2023,23:08,5,1,1
20,3,17/09/2023,23:08,5,1,2
2,5,17/09/2023,23:08,5,1,2
16,13,17/09/2023,23:08,5,0,3
21,17,17/09/2023,23:08,5,1,2
1,19,17/09/2023,23:08,5,0,3
20,16,17/09/2023,23:04,4,2,1
12,2,17/09/2023,23:04,4,2,1
18,15,17/09/2023,23:04,4,0,2
19,8,17/09/2023,23:04,4,1,0
17,10,17/09/2023,23:04,4,1,2
3,1,17/09/2023,23:04,4,2,2
9,11,17/09/2023,23:04,4,0,0
13,21,17/09/2023,23:04,4,1,1
5,7,17/09/2023,23:04,4,1,2
22,14,17/09/2023,23:04,4,3,1
21,20,17/09/2023,23:00,3,1,0
14,9,17/09/2023,23:00,3,0,1
7,12,17/09/2023,23:00,3,0,0
15,5,17/09/2023,23:00,3,3,0
10,13,17/09/2023,23:00,3,0,1
22,18,17/09/2023,23:00,3,1,1
2,19,17/09/2023,23:00,3,1,1
11,17,17/09/2023,23:00,3,3,2
1,16,17/09/2023,23:00,3,2,2
8,3,17/09/2023,23:00,3,2,3
20,10,17/09/2023,22:56,2,0,2
18,5,17/09/2023,22:56,2,2,0
9,22,17/09/2023,22:56,2,2,0
13,11,17/09/2023,22:56,2,1,5
16,8,17/09/2023,22:56,2,0,1
17,14,17/09/2023,22:56,2,1,1
19,7,17/09/2023,22:56,2,2,1
12,15,17/09/2023,22:56,2,1,2
3,2,17/09/2023,22:56,2,2,2
1,21,17/09/2023,22:56,2,3,1
11,20,17/09/2023,22:52,1,2,0
10,1,17/09/2023,22:52,1,1,2
15,19,17/09/2023,22:52,1,0,2
5,12,17/09/2023,22:52,1,3,3
8,21,17/09/2023,22:52,1,5,0
9,18,17/09/2023,22:52,1,0,1
22,17,17/09/2023,22:52,1,3,0
7,3,17/09/2023,22:52,1,1,1
2,16,17/09/2023,22:52,1,0,1
14,13,17/09/2023,22:52,1,1,0
15,7,17/09/2023,22:48,38,3,0
11,22,17/09/2023,22:48,38,0,2
5,20,17/09/2023,22:48,38,0,2
12,10,17/09/2023,22:48,38,4,1
21,16,17/09/2023,22:48,38,0,0
13,8,17/09/2023,22:48,38,1,1
1,19,17/09/2023,22:48,38,0,2
2,14,17/09/2023,22:48,38,3,1
9,18,17/09/2023,22:48,38,1,2
17,3,17/09/2023,22:48,38,2,4
10,1,17/09/2023,22:44,37,1,1
14,11,17/09/2023,22:44,37,0,0
18,2,17/09/2023,22:44,37,3,3
7,5,17/09/2023,22:44,37,2,0
8,17,17/09/2023,22:44,37,2,0
19,21,17/09/2023,22:44,37,3,0
22,15,17/09/2023,22:44,37,1,4
20,3,17/09/2023,22:44,37,0,2
16,13,17/09/2023,22:44,37,1,3
12,9,17/09/2023,22:44,37,2,1
3,7,17/09/2023,22:40,36,3,1
5,22,17/09/2023,22:40,36,1,1
21,10,17/09/2023,22:40,36,1,0
15,14,17/09/2023,22:40,36,2,1
17,16,17/09/2023,22:40,36,3,2
11,18,17/09/2023,22:40,36,1,2
1,12,17/09/2023,22:40,36,1,0
13,19,17/09/2023,22:40,36,3,0
20,8,17/09/2023,22:40,36,2,1
9,2,17/09/2023,22:40,36,2,0
7,8,17/09/2023,22:36,35,0,1
22,3,17/09/2023,22:36,35,1,4
2,11,17/09/2023,22:36,35,2,1
12,21,17/09/2023,22:36,35,3,2
19,17,17/09/2023,22:36,35,2,0
16,20,17/09/2023,22:36,35,5,0
14,5,17/09/2023,22:36,35,1,0
1,9,17/09/2023,22:36,35,3,3
10,13,17/09/2023,22:36,35,1,1
18,15,17/09/2023,22:36,35,3,2
5,18,17/09/2023,22:32,34,2,2
9,11,17/09/2023,22:32,34,3,3
3,14,17/09/2023,22:32,34,2,0
15,2,17/09/2023,22:32,34,3,0
13,12,17/09/2023,22:32,34,2,2
8,22,17/09/2023,22:32,34,4,1
17,10,17/09/2023,22:32,34,2,2
21,1,17/09/2023,22:32,34,2,2
7,16,17/09/2023,22:32,34,2,1
20,19,17/09/2023,22:32,34,1,1
12,17,17/09/2023,22:28,33,3,2
1,13,17/09/2023,22:28,33,1,1
18,3,17/09/2023,22:28,33,1,0
14,8,17/09/2023,22:28,33,5,0
19,7,17/09/2023,22:28,33,1,0
21,9,17/09/2023,22:28,33,1,4
11,15,17/09/2023,22:28,33,0,0
22,16,17/09/2023,22:28,33,4,2
10,20,17/09/2023,22:28,33,0,1
2,5,17/09/2023,22:28,33,2,1
16,14,17/09/2023,22:24,32,1,0
13,21,17/09/2023,22:24,32,1,1
8,18,17/09/2023,22:24,32,0,2
7,10,17/09/2023,22:24,32,2,1
17,1,17/09/2023,22:24,32,1,0
20,12,17/09/2023,22:24,32,0,1
5,11,17/09/2023,22:24,32,2,3
22,19,17/09/2023,22:24,32,1,1
9,15,17/09/2023,22:24,32,1,2
3,2,17/09/2023,22:24,32,2,0
2,8,17/09/2023,22:20,31,5,0
1,20,17/09/2023,22:20,31,1,1
11,3,17/09/2023,22:20,31,2,0
10,22,17/09/2023,22:20,31,4,0
14,19,17/09/2023,22:20,31,0,1
18,16,17/09/2023,22:20,31,0,1
13,9,17/09/2023,22:20,31,0,0
21,17,17/09/2023,22:20,31,0,1
15,5,17/09/2023,22:20,31,0,3
12,14,17/09/2023,22:20,31,2,0
10,2,17/09/2023,22:16,30,2,2
19,11,17/09/2023,22:16,30,1,0
9,3,17/09/2023,22:16,30,0,3
7,13,17/09/2023,22:16,30,1,0
14,1,17/09/2023,22:16,30,4,1
22,21,17/09/2023,22:16,30,0,0
20,17,17/09/2023,22:16,30,1,2
16,15,17/09/2023,22:16,30,0,2
8,5,17/09/2023,22:16,30,1,1
18,12,17/09/2023,22:16,30,1,2
11,16,17/09/2023,22:12,29,1,2
1,22,17/09/2023,22:12,29,2,0
13,20,17/09/2023,22:12,29,5,1
15,8,17/09/2023,22:12,29,1,0
17,9,17/09/2023,22:12,29,0,1
2,19,17/09/2023,22:12,29,0,0
21,7,17/09/2023,22:12,29,3,1
18,10,17/09/2023,22:12,29,0,2
5,3,17/09/2023,22:12,29,1,3
12,14,17/09/2023,22:12,29,0,0
10,2,17/09/2023,22:08,28,2,2
19,11,17/09/2023,22:08,28,1,0
9,3,17/09/2023,22:08,28,0,3
7,13,17/09/2023,22:08,28,1,0
14,1,17/09/2023,22:08,28,4,1
22,21,17/09/2023,22:08,28,0,0
20,17,17/09/2023,22:08,28,1,2
16,15,17/09/2023,22:08,28,0,2
8,5,17/09/2023,22:08,28,1,1
18,12,17/09/2023,22:08,28,1,2
17,7,17/09/2023,22:04,27,0,1
21,14,17/09/2023,22:04,27,0,3
11,10,17/09/2023,22:04,27,0,0
3,8,17/09/2023,22:04,27,2,1
13,22,17/09/2023,22:04,27,1,1
1,18,17/09/2023,22:04,27,1,0
20,9,17/09/2023,22:04,27,0,1
5,16,17/09/2023,22:04,27,1,1
15,19,17/09/2023,22:04,27,1,4
2,12,17/09/2023,22:04,27,0,1
9,8,17/09/2023,22:00,26,0,2
10,15,17/09/2023,22:00,26,0,1
19,5,17/09/2023,22:00,26,1,0
18,21,17/09/2023,22:00,26,3,1
16,3,17/09/2023,22:00,26,1,2
12,11,17/09/2023,22:00,26,3,3
22,17,17/09/2023,22:00,26,1,1
2,1,17/09/2023,22:00,26,3,1
7,20,17/09/2023,22:00,26,0,2
14,13,17/09/2023,22:00,26,1,1
7,9,17/09/2023,21:56,25,2,1
8,16,17/09/2023,21:56,25,5,0
5,10,17/09/2023,21:56,25,0,1
21,2,17/09/2023,21:56,25,1,0
15,12,17/09/2023,21:56,25,1,0
13,18,17/09/2023,21:56,25,2,3
3,19,17/09/2023,21:56,25,2,1
20,22,17/09/2023,21:56,25,1,1
17,14,17/09/2023,21:56,25,0,2
11,1,17/09/2023,21:56,25,0,2
22,7,17/09/2023,21:52,24,0,1
10,3,17/09/2023,21:52,24,2,3
12,5,17/09/2023,21:52,24,4,1
2,13,17/09/2023,21:52,24,1,1
14,20,17/09/2023,21:52,24,3,2
18,17,17/09/2023,21:52,24,1,1
9,16,17/09/2023,21:52,24,2,1
11,21,17/09/2023,21:52,24,0,1
19,8,17/09/2023,21:52,24,1,1
1,15,17/09/2023,21:52,24,3,1
17,2,17/09/2023,21:48,23,1,1
8,10,17/09/2023,21:48,23,4,0
3,12,17/09/2023,21:48,23,2,0
22,9,17/09/2023,21:48,23,0,1
20,18,17/09/2023,21:48,23,1,0
5,1,17/09/2023,21:48,23,2,1
13,11,17/09/2023,21:48,23,0,1
16,19,17/09/2023,21:48,23,0,1
15,21,17/09/2023,21:48,23,2,1
7,14,17/09/2023,21:48,23,1,1
11,17,17/09/2023,21:44,22,0,1
21,5,17/09/2023,21:44,22,0,1
2,20,17/09/2023,21:44,22,1,0
1,3,17/09/2023,21:44,22,1,0
14,22,17/09/2023,21:44,22,1,1
10,16,17/09/2023,21:44,22,2,0
12,8,17/09/2023,21:44,22,3,1
9,19,17/09/2023,21:44,22,1,3
15,13,17/09/2023,21:44,22,3,0
18,7,17/09/2023,21:44,22,1,3
19,10,17/09/2023,21:40,21,3,2
16,12,17/09/2023,21:40,21,1,4
17,15,17/09/2023,21:40,21,2,0
3,21,17/09/2023,21:40,21,1,1
5,13,17/09/2023,21:40,21,2,0
7,2,17/09/2023,21:40,21,1,1
14,9,17/09/2023,21:40,21,0,2
20,11,17/09/2023,21:40,21,2,1
8,1,17/09/2023,21:40,21,1,3
22,18,17/09/2023,21:40,21,1,3
2,22,17/09/2023,21:36,20,1,0
15,20,17/09/2023,21:36,20,3,1
5,17,17/09/2023,21:36,20,2,1
21,8,17/09/2023,21:36,20,0,3
11,7,17/09/2023,21:36,20,1,0
18,14,17/09/2023,21:36,20,2,0
9,10,17/09/2023,21:36,20,1,0
12,19,17/09/2023,21:36,20,1,0
1,16,17/09/2023,21:36,20,3,2
13,3,17/09/2023,21:36,20,1,4
18,9,17/09/2023,21:32,19,1,1
3,17,17/09/2023,21:32,19,3,1
10,12,17/09/2023,21:32,19,2,0
22,11,17/09/2023,21:32,19,4,1
20,5,17/09/2023,21:32,19,1,0
7,15,17/09/2023,21:32,19,0,3
16,21,17/09/2023,21:32,19,1,1
14,2,17/09/2023,21:32,19,3,0
19,1,17/09/2023,21:32,19,0,2
8,13,17/09/2023,21:32,19,3,0
21,19,17/09/2023,21:28,18,0,1
13,16,17/09/2023,21:28,18,1,2
15,22,17/09/2023,21:28,18,2,2
1,10,17/09/2023,21:28,18,1,2
5,7,17/09/2023,21:28,18,1,0
2,18,17/09/2023,21:28,18,0,0
9,12,17/09/2023,21:28,18,2,4
3,20,17/09/2023,21:28,18,2,2
11,14,17/09/2023,21:28,18,0,0
17,8,17/09/2023,21:28,18,0,3
18,11,17/09/2023,21:24,17,2,2
10,21,17/09/2023,21:24,17,1,2
12,1,17/09/2023,21:24,17,2,0
19,13,17/09/2023,21:24,17,1,1
22,5,17/09/2023,21:24,17,1,4
2,9,17/09/2023,21:24,17,0,2
7,3,17/09/2023,21:24,17,0,0
14,15,17/09/2023,21:24,17,2,1
16,17,17/09/2023,21:24,17,2,2
8,20,17/09/2023,21:24,17,3,0
9,1,17/09/2023,21:20,16,1,5
21,12,17/09/2023,21:20,16,1,0
15,18,17/09/2023,21:20,16,4,1
17,19,17/09/2023,21:20,16,1,2
5,14,17/09/2023,21:20,16,1,0
3,22,17/09/2023,21:20,16,2,1
8,7,17/09/2023,21:20,16,4,0
13,10,17/09/2023,21:20,16,0,3
20,16,17/09/2023,21:20,16,2,0
11,2,17/09/2023,21:20,16,4,1
12,13,17/09/2023,21:16,15,2,3
19,20,17/09/2023,21:16,15,5,0
11,9,17/09/2023,21:16,15,1,0
10,17,17/09/2023,21:16,15,2,1
14,3,17/09/2023,21:16,15,2,2
1,21,17/09/2023,21:16,15,2,0
2,15,17/09/2023,21:16,15,0,2
16,7,17/09/2023,21:16,15,0,1
18,5,17/09/2023,21:16,15,1,0
22,8,17/09/2023,21:16,15,0,1
3,18,17/09/2023,21:12,14,0,1
13,1,17/09/2023,21:12,14,1,3
7,19,17/09/2023,21:12,14,2,2
16,22,17/09/2023,21:12,14,2,0
17,12,17/09/2023,21:12,14,2,1
9,21,17/09/2023,21:12,14,1,0
8,14,17/09/2023,21:12,14,3,1
20,10,17/09/2023,21:12,14,0,2
5,2,17/09/2023,21:12,14,1,1
15,11,17/09/2023,21:12,14,2,0
10,7,17/09/2023,21:08,13,1,0
18,8,17/09/2023,21:08,13,1,5
11,5,17/09/2023,21:08,13,2,0
2,3,17/09/2023,21:08,13,1,3
12,20,17/09/2023,21:08,13,3,1
19,22,17/09/2023,21:08,13,2,1
14,16,17/09/2023,21:08,13,1,1
21,13,17/09/2023,21:08,13,1,0
1,17,17/09/2023,21:08,13,0,1
15,9,17/09/2023,21:08,13,4,0
20,1,17/09/2023,21:04,12,0,2
17,21,17/09/2023,21:04,12,0,1
9,13,17/09/2023,21:04,12,0,0
8,2,17/09/2023,21:04,12,2,0
19,14,17/09/2023,21:04,12,2,2
22,10,17/09/2023,21:04,12,2,0
5,15,17/09/2023,21:04,12,0,1
7,12,17/09/2023,21:04,12,0,1
3,11,17/09/2023,21:04,12,1,2
16,18,17/09/2023,21:04,12,3,1
10,14,17/09/2023,21:00,11,2,1
18,19,17/09/2023,21:00,11,1,3
12,22,17/09/2023,21:00,11,2,1
13,17,17/09/2023,21:00,11,4,0
1,7,17/09/2023,21:00,11,1,2
2,16,17/09/2023,21:00,11,2,0
21,20,17/09/2023,21:00,11,0,2
5,9,17/09/2023,21:00,11,0,1
15,3,17/09/2023,21:00,11,2,0
11,8,17/09/2023,21:00,11,1,3
8,15,17/09/2023,20:56,10,3,1
22,1,17/09/2023,20:56,10,1,2
16,11,17/09/2023,20:56,10,1,2
14,12,17/09/2023,20:56,10,1,3
10,18,17/09/2023,20:56,10,0,1
9,17,17/09/2023,20:56,10,2,0
20,13,17/09/2023,20:56,10,2,0
19,2,17/09/2023,20:56,10,1,0
7,21,17/09/2023,20:56,10,3,0
3,5,17/09/2023,20:56,10,1,2
12,18,17/09/2023,20:52,9,0,1
2,10,17/09/2023,20:52,9,2,2
21,22,17/09/2023,20:52,9,1,2
15,16,17/09/2023,20:52,9,2,2
13,7,17/09/2023,20:52,9,2,3
5,8,17/09/2023,20:52,9,1,2
3,9,17/09/2023,20:52,9,3,0
11,19,17/09/2023,20:52,9,1,1
1,14,17/09/2023,20:52,9,2,2
17,20,17/09/2023,20:52,9,3,1
10,11,17/09/2023,20:48,8,2,1
18,1,17/09/2023,20:48,8,0,1
12,2,17/09/2023,20:48,8,2,0
9,20,17/09/2023,20:48,8,0,0
7,17,17/09/2023,20:48,8,2,2
19,15,17/09/2023,20:48,8,1,2
22,13,17/09/2023,20:48,8,0,1
8,3,17/09/2023,20:48,8,1,0
16,5,17/09/2023,20:48,8,3,2
14,21,17/09/2023,20:48,8,3,0
20,7,17/09/2023,20:44,7,1,1
13,14,17/09/2023,20:44,7,0,0
3,16,17/09/2023,20:44,7,1,0
5,19,17/09/2023,20:44,7,1,3
15,10,17/09/2023,20:44,7,1,1
17,22,17/09/2023,20:44,7,2,0
1,2,17/09/2023,20:44,7,3,2
8,9,17/09/2023,20:44,7,3,0
11,12,17/09/2023,20:44,7,3,2
21,18,17/09/2023,20:44,7,2,1
14,17,17/09/2023,20:40,6,0,2
9,7,17/09/2023,20:40,6,1,2
12,15,17/09/2023,20:40,6,2,0
22,20,17/09/2023,20:40,6,2,1
18,13,17/09/2023,20:40,6,2,1
19,3,17/09/2023,20:40,6,2,1
1,11,17/09/2023,20:40,6,2,0
10,5,17/09/2023,20:40,6,3,1
2,21,17/09/2023,20:40,6,1,2
16,8,17/09/2023,20:40,6,2,1
13,2,17/09/2023,20:36,5,3,0
17,18,17/09/2023,20:36,5,2,4
15,1,17/09/2023,20:36,5,2,2
21,11,17/09/2023,20:36,5,2,2
7,22,17/09/2023,20:36,5,2,4
3,10,17/09/2023,20:36,5,3,1
8,19,17/09/2023,20:36,5,0,1
20,14,17/09/2023,20:36,5,0,1
5,12,17/09/2023,20:36,5,1,1
16,9,17/09/2023,20:36,5,2,0
12,3,17/09/2023,20:32,4,1,2
2,17,17/09/2023,20:32,4,0,1
18,20,17/09/2023,20:32,4,4,2
9,22,17/09/2023,20:32,4,2,1
10,8,17/09/2023,20:32,4,2,2
14,7,17/09/2023,20:32,4,0,1
19,16,17/09/2023,20:32,4,2,0
21,15,17/09/2023,20:32,4,1,0
1,5,17/09/2023,20:32,4,1,2
11,13,17/09/2023,20:32,4,1,0
22,14,17/09/2023,20:28,3,1,0
7,18,17/09/2023,20:28,3,2,2
3,1,17/09/2023,20:28,3,1,1
16,10,17/09/2023,20:28,3,3,0
19,9,17/09/2023,20:28,3,5,1
20,2,17/09/2023,20:28,3,1,2
8,12,17/09/2023,20:28,3,1,0
13,15,17/09/2023,20:28,3,0,2
17,11,17/09/2023,20:28,3,0,2
5,21,17/09/2023,20:28,3,2,0
11,20,17/09/2023,20:24,2,3,0
1,8,17/09/2023,20:24,2,0,3
21,3,17/09/2023,20:24,2,0,3
10,19,17/09/2023,20:24,2,0,1
12,16,17/09/2023,20:24,2,2,1
2,7,17/09/2023,20:24,2,1,0
15,17,17/09/2023,20:24,2,3,0
13,5,17/09/2023,20:24,2,2,1
18,22,17/09/2023,20:24,2,5,1
9,14,17/09/2023,20:24,2,1,0
7,11,17/09/2023,20:20,1,0,0
16,1,17/09/2023,20:20,1,2,2
10,9,17/09/2023,20:20,1,1,1
20,15,17/09/2023,20:20,1,0,1
8,21,17/09/2023,20:20,1,3,2
3,13,17/09/2023,20:20,1,1,1
22,2,17/09/2023,20:20,1,0,3
17,5,17/09/2023,20:20,1,3,1
19,12,17/09/2023,20:20,1,2,2
14,18,17/09/2023,20:20,1,1,0
19,9,17/09/2023,20:16,38,2,0
22,8,17/09/2023,20:16,38,0,2
16,15,17/09/2023,20:16,38,0,1
18,17,17/09/2023,20:16,38,0,1
1,2,17/09/2023,20:16,38,2,2
5,3,17/09/2023,20:16,38,0,1
21,7,17/09/2023,20:16,38,2,0
11,20,17/09/2023,20:16,38,1,0
10,13,17/09/2023,20:16,38,2,0
14,12,17/09/2023,20:16,38,2,1
10,16,17/09/2023,20:12,37,1,1
17,1,17/09/2023,20:12,37,2,0
13,14,17/09/2023,20:12,37,1,0
7,19,17/09/2023,20:12,37,2,1
12,5,17/09/2023,20:12,37,0,0
3,22,17/09/2023,20:12,37,3,2
8,11,17/09/2023,20:12,37,0,2
2,20,17/09/2023,20:12,37,1,2
9,18,17/09/2023,20:12,37,0,0
15,21,17/09/2023,20:12,37,2,1
11,3,17/09/2023,20:08,36,1,0
1,9,17/09/2023,20:08,36,3,1
5,13,17/09/2023,20:08,36,2,2
19,15,17/09/2023,20:08,36,0,2
18,7,17/09/2023,20:08,36,3,2
16,21,17/09/2023,20:08,36,4,1
22,12,17/09/2023,20:08,36,1,4
2,8,17/09/2023,20:08,36,1,3
14,10,17/09/2023,20:08,36,1,0
20,17,17/09/2023,20:08,36,3,0
9,20,17/09/2023,20:04,35,2,1
3,2,17/09/2023,20:04,35,1,0
7,1,17/09/2023,20:04,35,2,3
17,8,17/09/2023,20:04,35,0,1
12,11,17/09/2023,20:04,35,1,0
13,22,17/09/2023,20:04,35,3,3
15,18,17/09/2023,20:04,35,5,0
21,19,17/09/2023,20:04,35,1,4
10,5,17/09/2023,20:04,35,0,0
14,16,17/09/2023,20:04,35,2,1
16,19,17/09/2023,20:00,34,1,1
2,12,17/09/2023,20:00,34,0,0
17,3,17/09/2023,20:00,34,3,1
22,10,17/09/2023,20:00,34,1,2
18,21,17/09/2023,20:00,34,4,1
8,9,17/09/2023,20:00,34,0,1
20,7,17/09/2023,20:00,34,1,1
1,15,17/09/2023,20:00,34,0,2
11,13,17/09/2023,20:00,34,3,0
5,14,17/09/2023,20:00,34,0,2
13,2,17/09/2023,19:56,33,0,1
5,16,17/09/2023,19:56,33,0,0
14,22,17/09/2023,19:56,33,2,0
19,18,17/09/2023,19:56,33,3,1
12,17,17/09/2023,19:56,33,4,0
7,8,17/09/2023,19:56,33,0,2
9,3,17/09/2023,19:56,33,1,2
21,1,17/09/2023,19:56,33,1,2
15,20,17/09/2023,19:56,33,1,0
10,11,17/09/2023,19:56,33,4,0
2,10,17/09/2023,19:52,32,1,1
17,13,17/09/2023,19:52,32,0,4
8,15,17/09/2023,19:52,32,1,1
3,7,17/09/2023,19:52,32,2,1
1,19,17/09/2023,19:52,32,2,4
9,12,17/09/2023,19:52,32,0,1
22,5,17/09/2023,19:52,32,0,0
11,14,17/09/2023,19:52,32,2,0
20,21,17/09/2023,19:52,32,1,0
16,18,17/09/2023,19:52,32,1,0
21,8,17/09/2023,19:48,31,1,3
10,17,17/09/2023,19:48,31,1,1
5,11,17/09/2023,19:48,31,0,4
13,9,17/09/2023,19:48,31,0,1
18,1,17/09/2023,19:48,31,1,0
19,20,17/09/2023,19:48,31,3,0
7,12,17/09/2023,19:48,31,1,4
14,2,17/09/2023,19:48,31,1,1
15,3,17/09/2023,19:48,31,2,1
22,16,17/09/2023,19:48,31,2,3
7,13,17/09/2023,19:44,30,2,1
16,1,17/09/2023,19:44,30,2,1
12,15,17/09/2023,19:44,30,1,0
2,5,17/09/2023,19:44,30,3,0
3,21,17/09/2023,19:44,30,3,0
9,10,17/09/2023,19:44,30,0,0
20,18,17/09/2023,19:44,30,1,1
8,19,17/09/2023,19:44,30,1,2
11,22,17/09/2023,19:44,30,1,0
17,14,17/09/2023,19:44,30,0,4
18,8,17/09/2023,19:40,29,1,2
14,9,17/09/2023,19:40,29,4,1
19,3,17/09/2023,19:40,29,2,2
21,12,17/09/2023,19:40,29,1,0
22,2,17/09/2023,19:40,29,1,1
11,16,17/09/2023,19:40,29,4,1
15,13,17/09/2023,19:40,29,4,0
10,7,17/09/2023,19:40,29,2,2
5,17,17/09/2023,19:40,29,2,2
1,20,17/09/2023,19:40,29,0,0
7,14,17/09/2023,19:36,28,1,0
3,18,17/09/2023,19:36,28,0,0
8,1,17/09/2023,19:36,28,2,2
16,20,17/09/2023,19:36,28,0,1
17,22,17/09/2023,19:36,28,3,2
12,19,17/09/2023,19:36,28,0,2
13,21,17/09/2023,19:36,28,3,2
9,5,17/09/2023,19:36,28,2,1
15,10,17/09/2023,19:36,28,2,2
2,11,17/09/2023,19:36,28,1,2
19,13,17/09/2023,19:32,27,1,0
21,10,17/09/2023,19:32,27,0,0
11,17,17/09/2023,19:32,27,1,0
20,8,17/09/2023,19:32,27,2,3
1,3,17/09/2023,19:32,27,2,3
14,15,17/09/2023,19:32,27,3,1
2,16,17/09/2023,19:32,27,1,0
18,12,17/09/2023,19:32,27,0,2
5,7,17/09/2023,19:32,27,1,1
22,9,17/09/2023,19:32,27,2,0
7,22,17/09/2023,19:28,26,0,1
3,20,17/09/2023,19:28,26,1,1
15,5,17/09/2023,19:28,26,4,0
13,18,17/09/2023,19:28,26,3,2
10,19,17/09/2023,19:28,26,0,2
21,14,17/09/2023,19:28,26,2,1
